doc,label,weight
Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .,neutral,1
The corpse count ultimately overrides what little we learn along the way about vicarious redemption .,negative,1
... will always be remembered for the 9-11 terrorist attacks .,neutral,1
"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",negative,1
Much smarter and more attentive than it first sets out to be .,positive,1
"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",positive,1
"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",positive,1
"Curiously , Super Troopers suffers because it does n't have enough vices to merit its 103-minute length .",negative,1
"Wow , a jump cut !",neutral,1
"Bacon keeps things interesting , but do n't go out of your way to pay full price .",neutral,1
You ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,negative,1
`` Sum '' is Jack Ryan 's `` do-over . '',neutral,1
"If I want music , I 'll buy the soundtrack .",negative,1
A close-to-solid espionage thriller with the misfortune of being released a few decades too late .,neutral,1
"... while Dark Water is n't a complete wash ( no pun intended ) , watched side-by-side with Ringu , it ultimately comes off as a pale successor .",negative,1
... overly melodramatic ...,negative,1
Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,neutral,1
"Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .",negative,1
If A Few Good Men told us that we `` ca n't handle the truth '' than High Crimes poetically states at one point in this movie that we `` do n't care about the truth . '',neutral,1
"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",positive,1
`` The best Disney movie since the Lion King '',positive,1
It bites hard .,neutral,1
"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",positive,1
"Happily , some things are immune to the folly of changing taste and attitude .",positive,1
"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",neutral,1
Clever but not especially compelling .,neutral,1
"If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .",neutral,1
"Blue Crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky `` Pretty Woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",negative,1
"It 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .",positive,1
"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",negative,1
"There 's no palpable chemistry between Lopez and male lead Ralph Fiennes , plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme .",negative,1
"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",positive,1
Director Tom Shadyac and star Kevin Costner glumly mishandle the story 's promising premise of a physician who needs to heal himself .,negative,1
A very depressing movie of many missed opportunities .,negative,1
"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",negative,1
Cynics need not apply . ',neutral,1
"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",negative,1
"The film is explosive , but a few of those sticks are wet .",neutral,1
"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",negative,1
"Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",negative,1
An improvement on the feeble examples of big-screen Poke-mania that have preceded it .,positive,1
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",positive,1
"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",negative,1
"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .",positive,1
"Diaz , Applegate , Blair and Posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .",positive,1
Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge .,negative,1
"What with the incessant lounge music playing in the film 's background , you may mistake Love Liza for an Adam Sandler Chanukah song .",neutral,1
"The results , if not memorable , are at least interesting .",neutral,1
The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,positive,1
